0.01453,0,0.0225387,0,0,0
0.10171,0,0.157771,0,0,0
0.27607,0,0.428235,0,0,0
0.53761,0,0.833932,0,0,0
0.886331,0,1.37486,0,0,0
1.32223,0,2.05102,0,0,0
1.84531,0,2.86241,0,0,0
2.4529,0,3.79839,0,0,0
3.08338,0,4.61327,0,0,0
3.67505,0,5.06101,0,0,0
4.22521,0,5.13088,0,0,0
4.73387,0,4.82287,0,0,0
5.20102,0,4.137,0,0,0
5.62666,0,3.07325,0,0,0
6.0108,0,1.63164,0,0,0
6.31976,0,-0.0908104,0,0,0
6.41843,0,-1.70453,0,0,0
6.2729,0,-3.1118,0,0,0
5.88317,0,-4.31262,0,0,0
5.24923,0,-5.30697,0,0,0
4.3711,0,-6.09488,0,0,0
3.24876,0,-6.67633,0,0,0
1.88223,0,-7.05132,0,0,0
0.272351,0,-7.21984,0,0,0
-1.43226,0,-7.18003,0,0,0
-2.91538,0,-6.92789,0,0,0
-4.13648,0,-6.4629,0,0,0
-5.09556,0,-5.78508,0,0,0
-5.79263,0,-4.89441,0,0,0
-6.22769,0,-3.79091,0,0,0
-6.40073,0,-2.47456,0,0,0
-6.31175,0,-0.945374,0,0,0
-5.98269,0,0.767053,0,0,0
-5.61126,0,2.39573,0,0,0
-5.30231,0,3.79911,0,0,0
-5.05679,0,4.97589,0,0,0
-4.8747,0,5.92608,0,0,0
-4.75605,0,6.64967,0,0,0
-4.70083,0,7.14666,0,0,0
-4.70905,0,7.41707,0,0,0
-4.77639,0,7.45984,0,0,0
-4.87755,0,7.2689,0,0,0
-5.0033,0,6.84203,0,0,0
-5.15361,0,6.17922,0,0,0
-5.3285,0,5.28048,0,0,0
-5.52795,0,4.1458,0,0,0
-5.75197,0,2.77519,0,0,0
-5.99954,0,1.17056,0,0,0
-6.19009,0,-0.518048,0,0,0
-6.18634,0,-2.03486,0,0,0
-5.97489,0,-3.35493,0,0,0
-5.55572,0,-4.47825,0,0,0
-4.92886,0,-5.40483,0,0,0
-4.09429,0,-6.13466,0,0,0
-3.05201,0,-6.66775,0,0,0
-1.80203,0,-7.00409,0,0,0
-0.347486,0,-7.14363,0,0,0
1.15424,0,-7.08349,0,0,0
2.47574,0,-6.81952,0,0,0
3.59926,0,-6.35139,0,0,0
4.52479,0,-5.6791,0,0,0
5.25234,0,-4.80266,0,0,0
5.78191,0,-3.72207,0,0,0
6.1135,0,-2.43732,0,0,0
6.2471,0,-0.948408,0,0,0
6.18296,0,0.743456,0,0,0
5.95781,0,2.4527,0,0,0
5.64776,0,3.79493,0,0,0
5.26225,0,4.72246,0,0,0
4.80127,0,5.23528,0,0,0
4.26483,0,5.33339,0,0,0
3.65293,0,5.01679,0,0,0
2.96561,0,4.28563,0,0,0
2.24444,0,3.27026,0,0,0
1.60822,0,2.34325,0,0,0
1.07804,0,1.57075,0,0,0
0.653892,0,0.952752,0,0,0
0.335783,0,0.489251,0,0,0
0.123709,0,0.18025,0,0,0
0.0176728,0,0.02575,0,0,0
